Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Tundr,https://www.crunchbase.com/organization/tundr,"Apr 16, 2025","€8,900,000",Not Started,"Financial Services, FinTech, Mobile Apps","Milan, Lombardia, Italy",Tundr offers smartcard to companies for sustainable mobility.,"33,542",https://tundr.tech/,Less than $1M,"CDP Venture Capital, Vento, 360 Capital, Vesper Holding, Alecla7",360 Capital,,https://www.linkedin.com/company/tundr/,11-50,"€7,200,000",2021
Tourmo,https://www.crunchbase.com/organization/tourmaline-labs,"Apr 16, 2025","$8,000,000",Not Started,"Artificial Intelligence (AI), Automotive, Big Data, Business Intelligence, Enterprise Applications, Information Technology, Machine Learning, Real Time, SaaS, Software","San Diego, California, United States",Tourmo are the Experts Solving Your Mobility Challenges - Harnessing the Mobility Data Storm Through Artificial Intelligence.,"37,417",https://www.tourmo.ai/,$1M to $10M,"Decathlon Capital Partners, TCA Venture Group, SeedFolio, Bridge Bank, ClearVision Equity","Bridge Bank, ClearVision Equity, Decathlon Capital Partners, TCA Venture Group",https://x.com/Tourmaline_Labs,https://www.linkedin.com/company/5404051?trk=tyah&trkInfo=clickedVertical%3Acompany%2Cidx%3A1-1-1%2CtarId%3A1429530458715%2Ctas%3A%20Tourmaline%20Labs,11-50,—,Oct 2014
ORO AI,https://www.crunchbase.com/organization/oro-ai,"Apr 16, 2025","$6,000,000",Not Started,"Artificial Intelligence (AI), Business Intelligence, Data Management","New York, New York, United States",ORO AI is an all-in-one AI-powered career and productivity platform designed to help both job seekers.,"38,776",https://www.oroai.co/,—,"a16z crypto, 0G, NEAR, Orange DAO, Delphi Ventures","a16z crypto, Delphi Ventures",https://x.com/oroai99,https://www.linkedin.com/in/oro-ai-76b699301/,51-100,"$6,000,000","Jan 4, 2025"
Spring Venture Group,https://www.crunchbase.com/organization/spring-venture-group,"Apr 16, 2025","$210,000,000",Not Started,"Financial Services, FinTech, Insurance, Marketing","Kansas City, Missouri, United States","A Kansas City, Missouri-based digital insurance platform.","39,445",https://springventuregroup.com/,$100M to $500M,"Pathlight Capital, Corsair Capital","Corsair Capital, Pathlight Capital",https://x.com/SpringVentureKC,https://www.linkedin.com/company/spring-venture-group/,1001-5000,"$210,000,000",2007
CereTax,https://www.crunchbase.com/organization/ceretax,"Apr 16, 2025","$26,914,989",Not Started,"Consulting, Customer Service, Financial Services","Alpharetta, Georgia, United States","CereTax is here to show tax managers, tax directors.","43,442",https://www.ceretax.com/,$1M to $10M,"S3 Ventures, Leaders Fund, Wild Basin Investments, PDK partners, American Beta corporation","Leaders Fund, S3 Ventures",https://x.com/CereTax_Inc,https://www.linkedin.com/company/ceretax,11-50,"$7,914,989",2021
Cirdan,https://www.crunchbase.com/organization/cirdan,"Apr 16, 2025","£14,200,000",Not Started,"Information Technology, Manufacturing, Medical Device, Software, Web Development","Lisburn, Lisburn, United Kingdom","Cirdan designs, manufactures, and supplies laboratory information systems.","47,271",https://www.cirdan.com/,$10M to $50M,"Clarendon Fund Managers, QUBIS, 57 Stars, Kainos, Kernel Capital","57 Stars, Association of British Healthcare Industries, Kernel Capital",https://x.com/cirdan_com,https://www.linkedin.com/company/cirdanltd/,101-250,—,2010
AlpsenTek,https://www.crunchbase.com/organization/alpsentek,"Apr 16, 2025","CN¥210,000,000",Not Started,"Artificial Intelligence (AI), Semiconductor, Sensor","Zürich, Zurich, Switzerland",AlpsenTek is a company engaged in the research and development of machine vision sensors and algorithms.,"47,878",http://www.alpsentek.com/,$1M to $10M,"Lenovo Capital and Incubator Group (LCIG), Cowin Capital, CAS Star, Oriza Fund of Funds, Oppo","Cowin Capital, Huawei Hubble, Oppo, Oriza Fund of Funds, SDIC Venture Capital",,https://www.linkedin.com/company/alpsentek-gmbh/,101-250,—,"Jul 11, 2019"
Magics Technologies,https://www.crunchbase.com/organization/magics-technologies,"Apr 16, 2025","€9,700,000",Not Started,"Electronics, Energy, Nuclear, Semiconductor, Sustainability","Geel, Antwerpen, Belgium",Magics Technologies is a nuclear research center that develops autonomous machines for sustainable energy sources.,"53,650",http://www.magicsinstruments.com/,$1M to $10M,"Gemma Frisius Fund, PMV, KU Leuven, Sck Cen, SC One","PMV, SC One",,https://www.linkedin.com/company/magics-technologies/,11-50,"€9,700,000",2015
Luma Financial Technologies,https://www.crunchbase.com/organization/luma-financial-technologies,"Apr 16, 2025","$100,098,013",Not Started,"Banking, Financial Services, FinTech, Retail","Cincinnati, Ohio, United States",Luma is an independent multi-issue platform that provides banks and brokers and dealers an order entry system.,"60,901",https://lumafintech.com/,$10M to $50M,"Sixth Street, Bank of America, Morgan Stanley, UBS, TD Bank",Sixth Street,,https://www.linkedin.com/company/lumafintech/,101-250,"$63,000,000",2018
Cydar Medical,https://www.crunchbase.com/organization/cydar-medical,"Apr 16, 2025","$24,344,304",Not Started,"Artificial Intelligence (AI), Big Data, Cloud Computing, Health Care, Medical Device, Software","Cambridge, Cambridgeshire, United Kingdom",Cydar Medical has developed computer vision software that produces real-time automated 3D Maps during X-ray guided procedures.,"65,324",http://www.cydarmedical.com/,$1M to $10M,"Downing LLP, Innovate UK, EISMEA, Morningside, VentureFounders","Association of British Healthcare Industries, Pembroke VCT",https://x.com/cydarmedical,https://www.linkedin.com/company/cydarmedical,11-50,—,2012
Mizaic,https://www.crunchbase.com/organization/immj-systems,"Apr 16, 2025","£5,300,000",Not Started,"Health Care, Hospital","High Wycombe, Buckinghamshire, United Kingdom","Mizaic is an electronic document management solution (EDMS) supplier, with a focus on healthcare.","71,726",https://www.mizaic.com/,$1M to $10M,"Foresight Group, 8point8 Capital, Association of British Healthcare Industries","Association of British Healthcare Industries, Foresight Group",https://x.com/mizaic,https://www.linkedin.com/company/mizaicltd,11-50,—,2015
NN,https://www.crunchbase.com/organization/nn-inc,"Apr 16, 2025","$937,925,000",Not Started,"Automotive, Electronics, Industrial, Manufacturing, Service Industry","Johnson City, Tennessee, United States",NN is an industrial company that manufactures and supplies high-precision metal bearing components.,"72,929",https://www.nninc.com/,$100M to $500M,"JP Morgan, Marathon Asset Management, Oaktree Capital Management, Legion Partners, Morgan Stanley Tactical Value","Corre Partners Management, Legion Partners, Marathon Asset Management",https://x.com/nninc_corporate,https://www.linkedin.com/company/nn-inc-,1001-5000,"$118,000,000",1980
Adaptix,https://www.crunchbase.com/organization/adaptix,"Apr 16, 2025","$9,917,018",Not Started,"Mobile, Public Relations, Wireless","Oxford, Oxfordshire, United Kingdom",Adaptix provides OFDMA-based mobile wireless systems and 4G technology.,"88,541",http://www.adaptix.com/,—,"Avingtrans, Association of British Healthcare Industries","Association of British Healthcare Industries, Avingtrans",https://x.com/adaptiximaging,https://www.linkedin.com/company/adaptixltd,11-50,—,2000
Manus Neurodynamica,https://www.crunchbase.com/organization/manus-neurodynamica,"Apr 16, 2025","£5,953,782",Not Started,"Biotechnology, Health Care","Edinburgh, Edinburgh, City of, United Kingdom",Manus Neurodynamica is a triage device to support early diagnostics in Parkinson's disease.,"108,631",https://www.manusneuro.com/,$1M to $10M,"Par Equity, Scottish Enterprise, Northstar Ventures, SIS Ventures, Old College Capital","Association of British Healthcare Industries, Johnson & Johnson Robotics and Digital Solutions, North East Fund, Northstar Ventures, Par Equity, SBRI Healthcare",https://x.com/manusneuro,https://www.linkedin.com/company/manus-neurodynamica/,11-50,—,2008
Pinellas Continuum of Care,https://www.crunchbase.com/organization/pinellas-continuum-of-care,"Apr 16, 2025","$6,582,610",Not Started,"Elder Care, Non Profit, Social","St. Petersburg, Florida, United States",Pinellas Continuum of Care support the most vulnerable people in our community and take part in this strong campaign.,"114,770",https://www.pinellascoc.org/join,—,U.S. Department of Housing and Urban Development,U.S. Department of Housing and Urban Development,https://x.com/PinellasCoC,,1-10,"$6,582,610",1984
Ronesans Holding,https://www.crunchbase.com/organization/r%C3%B6nesans-holding,"Apr 16, 2025","$1,650,000,000",Not Started,"Construction, Property Development, Real Estate","Ankara, Ankara, Turkey","Ronesans Holding offers construction, real estate development, energy, industrial facilities and health infrastructure development services.","116,873",https://ronesans.com/,$1B to $10B,"European Bank for Reconstruction and Development, International Finance Corporation, U.S. International Development Finance Corp, ING Group, DenizBank","CESCE, U.S. International Development Finance Corp",https://x.com/holdingronesans,https://www.linkedin.com/company/ronesans-holding,10001+,"$1,300,000,000",1993
Freedom West Homes,https://www.crunchbase.com/organization/freedom-west-homes,"Apr 16, 2025","$7,000,000",Not Started,Real Estate,"Irvine, California, United States",Freedom West Corporation is creating a model for equitable development and preserving a community.,"119,093",https://freedomwest.com/,—,Crankstart Foundation,Crankstart Foundation,,https://www.linkedin.com/company/freedom-west-homes,1-10,"$7,000,000",—
Bolkan Property Instruments,https://www.crunchbase.com/organization/bolkan-property-instruments-reit,"Apr 16, 2025","BGN10,461,000",Not Started,—,"Sofia, Grad Sofiya, Bulgaria",Bolkan Property Instruments is a real estate investment trust.,"233,290",https://bpireit.com/,—,—,—,,,11-50,"BGN10,461,000",2007
4Mobility,https://www.crunchbase.com/organization/4mobility,"Apr 16, 2025","PLN23,232,018",Not Started,"Apps, Car Sharing, Leasing, Rental, Smart Cities","Warsaw, Mazowieckie, Poland",4Mobility is a pioneering company established in 2015 in Poland specializing in remote car rental and intelligent leasing solutions,"243,524",http://www.4mobility.pl/,—,"PGE, ITMAGINATION",PGE,https://x.com/4mobilitypolska,https://www.linkedin.com/company/4mobility-sp.-z-o.o.,11-50,—,"Jun 16, 2015"
Loti,https://www.crunchbase.com/organization/loti,"Apr 15, 2025","$22,850,000",Not Started,"Artificial Intelligence (AI), Facial Recognition, Machine Learning, Public Safety","Seattle, Washington, United States","Loti uses AI technologies to identify unauthorized uses of individuals' likenesses, including deepfakes and impersonations.","2,278",https://www.lotiai.com/,—,"Khosla Ventures, Bling Capital, K5 Global, FUSE, Ensemble VC","FUSE, Khosla Ventures",https://x.com/lotiapp,https://www.linkedin.com/company/goloti,11-50,"$16,200,000","Apr 1, 2022"
Virtue AI,https://www.crunchbase.com/organization/virtue-ai,"Apr 15, 2025","$30,000,000",Not Started,"Artificial Intelligence (AI), Information Technology, Software","San Francisco, California, United States",Virtue AI operates as an AI security and compliance platform for applications.,"2,865",https://www.virtueai.com/,—,"Lightspeed Venture Partners, OUP (Osage University Partners), Prosperity7 Ventures, Walden Catalyst, Factory","Lightspeed Venture Partners, Walden Catalyst",https://x.com/VirtueAI_co,https://www.linkedin.com/company/virtue-ai/about/,1-10,"$30,000,000",2024
Hewlett Packard Enterprise,https://www.crunchbase.com/organization/hewlett-packard-enterprise,"Apr 15, 2025","$2,850,000,000",Not Started,"Data Center, Enterprise Software, Information Technology, IT Management, Network Security","Spring, Texas, United States",Hewlett Packard Enterprise is an edge-to-cloud company that uses comprehensive solutions to accelerate business outcomes.,"3,631",https://www.hpe.com/,$10B+,Elliott Management Corp.,Elliott Management Corp.,https://www.x.com/hpe,https://www.linkedin.com/company/hewlett-packard-enterprise,10001+,"$1,500,000,000","Jul 2, 1939"
Corvic AI,https://www.crunchbase.com/organization/corvic-ai,"Apr 15, 2025","$12,000,000",Not Started,"Analytics, Business Intelligence, Marketplace","Mountain View, California, United States",Corvic AI is pioneering new era of Data-Centric AI Cognitive Infrastructure by transforming raw enterprise data into AI-ready intelligence.,"3,803",https://www.corvic.ai/,—,"Bosch Ventures, Foothill Ventures, LDV Partners, M Ventures, Lam Capital","Bosch Ventures, M Ventures",,https://www.linkedin.com/company/corvic-ai/,11-50,"$12,000,000",2023
hellocare,https://www.crunchbase.com/organization/hellocare-8c49,"Apr 15, 2025","$58,430,000",Not Started,"Artificial Intelligence (AI), Health Care, mHealth, Software, Telehealth","Clearwater, Florida, United States",Hellocare is an AI-powered virtual care platform that delivers patient-centered care while enhancing clinical workflows and staff wellbeing.,"4,453",https://hellocare.ai/,$10M to $50M,"HealthQuest Capital, Mayo Clinic, LRVHealth, OSF Ventures, Demant",HealthQuest Capital,https://x.com/hellocareai,https://www.linkedin.com/company/hellocare-ai,251-500,"$47,000,000",2012
Bridgewise,https://www.crunchbase.com/organization/deshe,"Apr 15, 2025","$35,000,000",Not Started,"Analytics, Artificial Intelligence (AI), Big Data, Data Integration, FinTech, Information Technology, Machine Learning, Natural Language Processing, Predictive Analytics, Software","New York, New York, United States","Bridgewise closes the financial information gap, empowering global investors to make informed decisions across markets and languages.","5,555",https://www.bridgewise.com/,$10M to $50M,"Emirates NBD, SIX, Group 11, L4 Venture Builder, Mangrove","Emirates NBD, Group 11, SIX",https://x.com/BridgeWiseAI,https://www.linkedin.com/company/bridgewise,51-100,—,2019
Doss,https://www.crunchbase.com/organization/doss-173d,"Apr 15, 2025","$23,400,000",Not Started,"Accounting, Consulting, Enterprise Resource Planning (ERP)","San Francisco, California, United States",Doss provides an adaptive resource platform (ARP) that integrates core business functions.,"6,889",https://www.doss.com/,—,"General Catalyst, Contrary, Theory Ventures, basecase capital, La Famiglia","Contrary, Theory Ventures",https://x.com/doss_hq,https://www.linkedin.com/company/doss-com,1-10,"$18,000,000",2022
CytoVale,https://www.crunchbase.com/organization/cytovale,"Apr 15, 2025","$228,589,594",Not Started,"Artificial Intelligence (AI), Health Diagnostics, Life Science, Machine Learning","South San Francisco, California, United States",CytoVale is a medical technology company that focuses on advancing early detection technologies to diagnose immune-mediated diseases.,"8,282",http://www.cytovale.com/,$1M to $10M,"Norwest, Alumni Ventures, National Science Foundation, Sands Capital Ventures, Breakout Ventures","Blackhorn Ventures, Dolby Family Ventures, National Science Foundation, Norwest, Sands Capital Ventures, Sprig Equity",https://x.com/cytovale,https://www.linkedin.com/company/cytovale,11-50,—,2013
