Organization Name,CrunchBase URL,Last Funding Date,Total Funding Amount,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Website,Estimated Revenue Range,Top 5 Investors,Lead Investors,Twitter,LinkedIn,Number of Employees,Last Funding Amount,Founded Date
Evergreen,https://www.crunchbase.com/organization/evergreen-87c3,"Dec 30, 2025","$20,696,242",Not Started,"E-Commerce, Food and Beverage, Food Processing, Retail","Chicago, Illinois, United States","Evergreen manufactures nutritious frozen waffles and waffle sandwiches, made from whole food ingredients in a variety of flavors.","11,271",https://eatevergreen.com/,$1M to $10M,Everywhere Ventures,—,https://x.com/eatevergreen,https://www.linkedin.com/company/eatevergreen,1-10,"$15,210,742",2019
Ramaco Resources,https://www.crunchbase.com/organization/ramaco-resources,"Dec 30, 2025","$1,345,600,000",Not Started,"Energy, Environmental Engineering, Mining","Lexington, Kentucky, United States",Ramaco Resources is a coal mining company that operates and develops metallurgical coal mines.,"12,351",https://www.ramacoresources.com/,$500M to $1B,"Goldman Sachs, Morgan Stanley, Texas Capital Bank, STAR Financial Group, Trustmark National Bank","Keybank, Wyoming Energy Authority",,https://www.linkedin.com/company/ramaco-resources-inc,501-1000,"$350,000,000","Jan 1, 2011"
Manna Air Delivery,https://www.crunchbase.com/organization/manna-16b7,"Dec 30, 2025","$58,000,000",Not Started,"Drones, E-Commerce, Food Delivery, Logistics","Dublin, Dublin, Ireland","Manna provides drone delivery as a service stack to restaurant chains, dark kitchens, and online food delivery platforms","13,087",https://manna.aero/,$1M to $10M,"Gaingels, Atlantic Bridge, Enterprise Ireland, Frontline Ventures, Elkstone Capital Partners","Dynamo, EIC Scaling Club, Molten Ventures, Tapestry VC",https://x.com/MannaAero,https://www.linkedin.com/company/mannaaero/,101-250,—,2018
Freddie Mac,https://www.crunchbase.com/organization/freddie-mac,"Dec 30, 2025","$3,576,300,000",Not Started,"Finance, Financial Services, Risk Management","Mclean, Virginia, United States",Freddie Mac is a public government-sponsored enterprise that provides mortgage capital to lenders.,"15,216",https://www.freddiemac.com/,$10B+,DLP Capital,DLP Capital,https://x.com/freddiemac,https://www.linkedin.com/company/freddie-mac,5001-10000,"$108,400,000",1970
Send,https://www.crunchbase.com/organization/send-technology-solutions-ltd,"Dec 30, 2025","£9,000,000",Not Started,"Information Technology, InsurTech, Software","London, England, United Kingdom",Send offers insurance software solutions that automate processes and tasks for underwriters.,"19,221",https://send.technology/,$10M to $50M,"BREEGA, Mercia Asset Management, Palatine Growth Credit","BREEGA, Mercia Asset Management, Palatine Growth Credit",,https://www.linkedin.com/company/send-technology-solutions,101-250,—,2017
AppTech Payments,https://www.crunchbase.com/organization/apptech-corp,"Dec 30, 2025","$29,500,000",Not Started,"Cloud Computing, Credit Cards, Digital Marketing, Direct Marketing, E-Commerce, Enterprise Software, Financial Services, FinTech, Intellectual Property, IT Management, Mobile Apps, Mobile Payments, Payments, SMS, Transaction Processing","Carlsbad, California, United States",AppTech is an innovative Fintech company with an elite digital platform that powers seamless omni-channel commerce experiences.,"20,735",https://www.apptechcorp.com/,$1M to $10M,AFIOS Partners,AFIOS Partners,https://x.com/apptechcorp,https://www.linkedin.com/company/apptech-corp,11-50,"$1,500,000",2009
Collegium Pharmaceutical,https://www.crunchbase.com/organization/collegium-pharmaceutical,"Dec 30, 2025","$1,289,200,002",Not Started,"Biotechnology, Life Science, Medical, Therapeutics","Stoughton, Massachusetts, United States",Collegium Pharmaceutical is a specialty pharmaceutical company focused on the development of products for the treatment of chronic pain.,"29,552",http://www.collegiumpharma.com/,$500M to $1B,"RA Capital Management, Longitude Capital, Adage Capital Management, EcoR1 Capital, Rock Springs Capital","Boston Millennia Partners, Frazier Healthcare Partners, Longitude Capital, National Institute on Drug Abuse (NIDA), Skyline Ventures, TPG Biotech, Westfield Capital Management",,https://www.linkedin.com/company/collegium-pharmaceutical,251-500,"$980,000,000",2002
Lee Enterprises,https://www.crunchbase.com/organization/lee-enterprises-llc,"Dec 30, 2025","$55,490,000",Not Started,"News, Publishing","Davenport, Iowa, United States","Lee Enterprises is a provider of local news, information and advertising which gives access to company news, financial releases, webcasts.","38,927",http://lee.net/,$500M to $1B,David Hoffmann,David Hoffmann,https://x.com/LeeEntNews,https://www.linkedin.com/company/lee-enterprises/,1001-5000,"$50,000,000",1890
American Heart of Poland,https://www.crunchbase.com/organization/american-heart-of-poland,"Dec 30, 2025","€250,000,000",Not Started,"Health Care, Hospital","Katowice, Slaskie, Poland",American Heart of Poland Hospital is the operator of cardiovascular treatment clinics.,"42,203",https://ahop.pl/,—,"Advent International, GKSD Investment Holding, Gruppo San Donato","GKSD Investment Holding, Gruppo San Donato",https://x.com/americanheartpl,https://www.linkedin.com/company/american-heart-of-poland/,501-1000,"€250,000,000",2000
Voltalia,https://www.crunchbase.com/organization/voltalia,"Dec 30, 2025","$1,558,887,712",Not Started,"Energy, Information Technology, Renewable Energy","Paris, Ile-de-France, France",Voltalia is a renewables energy developer in France.,"45,119",http://www.voltalia.com/,$500M to $1B,"European Bank for Reconstruction and Development, International Finance Corporation, Santander, PBZ, Intesa Sanpaolo Bank Albania","International Finance Corporation, Korys, Triodos Bank NV",https://x.com/VoltaliaSA,https://www.linkedin.com/company/voltalia,1001-5000,"€244,400,000",2005
Marblegate Capital Corporation,https://www.crunchbase.com/organization/marblegate-capital-corporation,"Dec 30, 2025","$137,200,000",Not Started,"Asset Management, Business Development, Finance, Fleet Management, Lending, Management Consulting","Greenwich, Connecticut, United States",Marblegate Capital Corporation specializes in full-service fleet operations and finance lending solutions for taxi market.,"46,617",https://marblegatecapitalcorp.com/,$1M to $10M,"Auxilior Capital Partners, DZ BANK",DZ BANK,,https://www.linkedin.com/company/marblegate-asset-management-llc/,11-50,"$137,200,000",2008
Amplify Life Insurance,https://www.crunchbase.com/organization/amplify-life-insurance,"Dec 30, 2025","$51,286,269",Not Started,"Financial Services, FinTech, Insurance, InsurTech, Life Insurance","San Francisco, California, United States","Amplify is a platform offering life insurance products, allowing customers to invest and access tax-free savings through their policies.","52,006",https://getamplifylife.com/,$10M to $50M,"Greycroft, Anthemis, Munich Re Ventures, Crosslink Capital, Transverse Insurance Group","Anthemis, Crosslink Capital, Greycroft, Munich Re Ventures",,https://www.linkedin.com/company/amplify-life-insurance,101-250,"$6,194,077",Sep 2019
Digital Biotechnologies,https://www.crunchbase.com/organization/digital-biotechnologies,"Dec 30, 2025","$12,274,922",Not Started,"Biopharma, Biotechnology, Life Science","Seattle, Washington, United States",Digital Biotechnologies is a biotechnology company.,"53,857",—,—,—,—,,https://www.linkedin.com/company/digital-biotechnologies/,1-10,"$12,274,922",2021
Elinsa,https://www.crunchbase.com/organization/elinsa,"Dec 30, 2025","€41,200,000",Not Started,"Manufacturing, Solar","A Coruña, Galicia, Spain",Elinsa is responsible for the maintenance of electrical equipment and design and manufacture of electrical switchboards.,"80,608",http://www.elinsa.org/,$1M to $10M,Cofides,Cofides,https://x.com/elinsa1968,https://www.linkedin.com/company/elinsa/?trk=hb_tab_compy_id_1691431,101-250,"€41,200,000",1968
Imunon,https://www.crunchbase.com/organization/celsion,"Dec 30, 2025","$138,539,744",Not Started,"Biotechnology, Health Care, Therapeutics","Lawrenceville, New Jersey, United States",Imunon is developing new medicines that harness the building blocks of life to work in harmony with the body’s immune system.,"81,997",https://imunon.com/,Less than $1M,Hercules Capital,Hercules Capital,,https://www.linkedin.com/company/imunon/,11-50,"$7,000,000",1982
Positron,https://www.crunchbase.com/organization/positron,"Dec 30, 2025","$11,500,000",Not Started,"Biotechnology, Health Care, Manufacturing, Medical Device","Fishers, Indiana, United States",Positron is a research and development company providing full nuclear cardiology solutions.,"108,885",http://www.positron.com/,Less than $1M,—,—,,https://www.linkedin.com/company/positron-corporation,51-100,"$2,000,000",1983
Euromax Resources,https://www.crunchbase.com/organization/euromax-resources,"Dec 30, 2025","$10,748,759",Not Started,Mining,"Skopje, Karpos, Macedonia",Euromax Resources is a Canadian exploration and development company.,"118,733",http://www.euromaxresources.com/,—,"European Bank for Reconstruction and Development, Galena Asset Management, NDX B.V.","European Bank for Reconstruction and Development, Galena Asset Management, NDX B.V.",https://x.com/eox_uk,https://www.linkedin.com/company/3030085,51-100,"CA$3,968,130","Jan 1, 1990"
CirTran Corp,https://www.crunchbase.com/organization/cirtran-corporation,"Dec 30, 2025","$11,500,000",Not Started,"Electronics, Information Technology, Manufacturing","South Valley Stream, New York, United States","CirTran Corp is a full-service contract manufacturer of IT, consumer and consumer electronics products.","167,036",http://www.cirtran.com/,$1M to $10M,YA II PN,YA II PN,,https://www.linkedin.com/company/cirtran-corporation,1-10,"$10,000,000",1987
Kraken,https://www.crunchbase.com/organization/kraken-5416,"Dec 29, 2025","$1,000,000,000",Not Started,Software,"London, England, United Kingdom","Kraken is a global customer and culture platform for energy, water, and broadband.","1,311",https://kraken.tech/,$500M to $1B,"British Business Bank, Octopus Energy Group, Durable Capital Partners, Ontario Teachers' Pension Plan, Origin Energy",D1 Capital Partners,,,1001-5000,"$1,000,000,000",2019
Applecart,https://www.crunchbase.com/organization/project-applecart,"Dec 29, 2025","$105,000,000",Not Started,"Analytics, Information Technology, Social","New York, New York, United States",Decision Maker Marketing that puts your best content in front of key decision makers and those they trust.,"4,270",http://applecart.co/,—,"Dorm Room Fund, Blackstone Group, Pareto Holdings, Edward Lando, K Street Capital",Blackstone Group,https://x.com/applecartUSA,https://www.linkedin.com/company/applecart/,101-250,"$100,000,000",2013
Tron,https://www.crunchbase.com/organization/srm-entertainment,"Dec 29, 2025","$124,700,000",Not Started,"Creative Agency, Manufacturing, Product Design, Toys","Winter Park, Florida, United States","Tron is a manufacturing company that offers tosy, collectibles, and souvenirs for theme parks, entertainment venues, and fans.","4,912",https://www.srmentertainment.com/,$1M to $10M,Justin Sun,Justin Sun,https://x.com/SRMntertainment/,https://www.linkedin.com/company/srm-entertainment,11-50,"$18,000,000",1979
Immersed,https://www.crunchbase.com/organization/immersedteam,"Dec 29, 2025","$18,209,442",Not Started,"Developer Platform, Information Technology, Software, Virtual Reality","Austin, Texas, United States",We immerse distributed teams into the same VR workplace to maximize productivity.,"5,315",https://immersed.com/,Less than $1M,"Techstars, Sovereign’s Capital, Right Side Capital Management, Fireroad, Pario Ventures","Sovereign’s Capital, Techstars, Walter Winshall",https://x.com/immersedvr,https://www.linkedin.com/company/immersed,11-50,"$2,904,708",2017
BlueNalu,https://www.crunchbase.com/organization/bluenalu,"Dec 29, 2025","$132,250,000",Not Started,"Aquaculture, Biotechnology, Food and Beverage","San Diego, California, United States",BlueNalu is a cellular aquaculture company that provides healthy and safe seafood dishes and products.,"5,590",https://www.bluenalu.com/,$10M to $50M,"OurCrowd, Bossa Invest, Lewis & Clark AgriFood, Siddhi Capital, Unovis Asset Management","Agronomics, New Crop Capital, Nutreco, Radicle Growth, Rage Capital, Sumitomo Corporation of America, Syngenta Group",https://x.com/BlueNaluInc,https://www.linkedin.com/company/bluenalu,11-50,"$8,000,000",2017
Octopus Energy Group,https://www.crunchbase.com/organization/octopus-energy,"Dec 29, 2025","$3,189,831,917",Not Started,"CleanTech, Energy, Energy Efficiency, GreenTech, Renewable Energy","London, England, United Kingdom",Octopus Energy is a clean energy technology company that provides green energy solutions.,"9,085",https://octopusenergy.group/,$10B+,"Generation Investment Management, Lightrock, Galvanize Climate Solutions, CPP Investments, Origin Energy","CPP Investments, Generation Investment Management, Octopus Capital, Origin Energy, Tokyo Gas",https://x.com/OctopusEnergy,https://www.linkedin.com/company/octopus-energy,5001-10000,"$320,000,000","Oct 1, 2015"
Traini,https://www.crunchbase.com/organization/traini,"Dec 29, 2025","$10,636,842",Not Started,"Artificial Intelligence (AI), Education, Generative AI, Health Care, Internet, Lifestyle, Pet, SaaS, Software, Training","Palo Alto, California, United States",Empathic AI To Serve Pets Well-being based on Vertical Large Action Model (V-LAM).,"9,087",https://traini.app/,—,"FP Solutions, NYX Ventures, FutureX Capital, Banyan Tree, Silver Capital","Banyan Tree, NYX Ventures, Silver Capital, Zhaotai Group",,https://www.linkedin.com/company/trainipet/mycompany/?viewAsMember=true,11-50,"CN¥50,000,000","Jun 27, 2022"
United Site Services,https://www.crunchbase.com/organization/united-site-services,"Dec 29, 2025","$3,408,000,000",Not Started,"Building Material, Construction, Industrial, Machinery Manufacturing, Rental, Sustainability, Waste Management","Westborough, Massachusetts, United States",United Site Services is the nation’s leader in portable toilet rentals and porta potty rentals,"18,403",https://unitedsiteservices.com/,$500M to $1B,—,—,https://x.com/unitedsiteserv,https://www.linkedin.com/company/united-site-services,5001-10000,"$715,000,000",1999
